Tweet,Keyword,tweet_lowercase,tweet_without_stopwords
"People displaced by floods await aid pledged by the local governmetn in Durgabhagawati Rural Municipality-2, Rautahat, on Monday. Nearly 400 families of the ward have taken refuge at a school. Post Photo: Shiva Puri ",flood,"people displaced by floods await aid pledged by the local governmetn in durgabhagawati rural municipality-2, rautahat, on monday. nearly 400 families of the ward have taken refuge at a school. post photo: shiva puri ","people displaced floods await aid pledged local governmetn durgabhagawati rural municipality-2 , rautahat , monday . nearly 400 families ward taken refuge school . post photo : shiva puri"
"The flood-damaged bridge along Pasang Lhamu Highway, constructed some four decades ago, was the only motorable bridge that links Rasuwagadhi along the Nepal-China border with Kathmandu ",flood,"the flood-damaged bridge along pasang lhamu highway, constructed some four decades ago, was the only motorable bridge that links rasuwagadhi along the nepal-china border with kathmandu ","flood-damaged bridge along pasang lhamu highway , constructed four decades ago , motorable bridge links rasuwagadhi along nepal-china border kathmandu"
"Floods, landslides disrupt roads in Myagdi and Manang Hundreds of passengers have been stranded due to disruption in vehicular movement.  — by Ghanshyam Khadka",flood,"floods, landslides disrupt roads in myagdi and manang hundreds of passengers have been stranded due to disruption in vehicular movement.  — by ghanshyam khadka","floods , landslides disrupt roads myagdi manang hundreds passengers stranded due disruption vehicular movement . — ghanshyam khadka"
Floods and landslides displace around 400 households in Sindhupalchok in past week The survivors’ misery is exacerbated by the looming threat of coronavirus spread at temporary shelters they have been moved to  — by Anish Tiwari,flood,floods and landslides displace around 400 households in sindhupalchok in past week the survivors’ misery is exacerbated by the looming threat of coronavirus spread at temporary shelters they have been moved to  — by anish tiwari,floods landslides displace around 400 households sindhupalchok past week survivors ’ misery exacerbated looming threat coronavirus spread temporary shelters moved — anish tiwari
Torrential rain-triggered floods inundate Bhaktapur #KathmanduPost #MonsoonFlood  ,flood,torrential rain-triggered floods inundate bhaktapur #kathmandupost #monsoonflood  ,torrential rain-triggered floods inundate bhaktapur # kathmandupost # monsoonflood
"Two men are missing and feared dead in Saturday night’s flood that also swept away a house and a suspension bridge in Marming Hyangle, Sindhupalchok. ",flood,"two men are missing and feared dead in saturday night’s flood that also swept away a house and a suspension bridge in marming hyangle, sindhupalchok. ","two men missing feared dead saturday night ’ flood also swept away house suspension bridge marming hyangle , sindhupalchok ."
"The growing economy and its insatiable hunger for land have altered the flood plains into paved areas, while the rainfall pattern seems to have changed due to climate change.  — Read opinion by @madhukaru",flood,"the growing economy and its insatiable hunger for land have altered the flood plains into paved areas, while the rainfall pattern seems to have changed due to climate change.  — read opinion by @madhukaru","growing economy insatiable hunger land altered flood plains paved areas , rainfall pattern seems changed due climate change . — read opinion @ madhukaru"
95 houses inundated in Nawalpur Flood in the Narayani river inundated 75 houses in Binayi Tribeni Rural Municipality and 20 houses in Madhyabindu Municipality.  — by Nabin Paudel,flood,95 houses inundated in nawalpur flood in the narayani river inundated 75 houses in binayi tribeni rural municipality and 20 houses in madhyabindu municipality.  — by nabin paudel,95 houses inundated nawalpur flood narayani river inundated 75 houses binayi tribeni rural municipality 20 houses madhyabindu municipality . — nabin paudel
"Seven years since the Mahakali floods, victims await compensation Residents of Khalanga fear possible floods every monsoon, as the embankments that were damaged seven years ago are yet to be reconstructed.  — by Manoj Badu",flood,"seven years since the mahakali floods, victims await compensation residents of khalanga fear possible floods every monsoon, as the embankments that were damaged seven years ago are yet to be reconstructed.  — by manoj badu","seven years since mahakali floods , victims await compensation residents khalanga fear possible floods every monsoon , embankments damaged seven years ago yet reconstructed . — manoj badu"
Three people died and four others have gone missing in the floods and landslides triggered by torrential rainfall in Lamjung district. (Update) ,flood,three people died and four others have gone missing in the floods and landslides triggered by torrential rainfall in lamjung district. (update) ,three people died four others gone missing floods landslides triggered torrential rainfall lamjung district . ( update )
"UPDATE: At least 14 dead, 41 missing in flood and landslide in Baglung The disaster occurred in Dhorpatan Municipality on Wednesday midnight when Bhuji river blocked by landslide debris flooded the settlements along the river banks.  — by Prakash Baral",flood,"update: at least 14 dead, 41 missing in flood and landslide in baglung the disaster occurred in dhorpatan municipality on wednesday midnight when bhuji river blocked by landslide debris flooded the settlements along the river banks.  — by prakash baral","update : least 14 dead , 41 missing flood landslide baglung disaster occurred dhorpatan municipality wednesday midnight bhuji river blocked landslide debris flooded settlements along river banks . — prakash baral"
Flooded Budhi Ganga river enters settlements in Bajura One person has gone missing in the flood in Badimalika Municipality on Sunday night.  — by Arjun Shah,flood,flooded budhi ganga river enters settlements in bajura one person has gone missing in the flood in badimalika municipality on sunday night.  — by arjun shah,flooded budhi ganga river enters settlements bajura one person gone missing flood badimalika municipality sunday night . — arjun shah
"UPDATE: 11 bodies recovered from flood and landslides site in Baglung More than 20 people have gone out of contact following the disasters, authorities say.  — by Prakash Baral",flood,"update: 11 bodies recovered from flood and landslides site in baglung more than 20 people have gone out of contact following the disasters, authorities say.  — by prakash baral","update : 11 bodies recovered flood landslides site baglung 20 people gone contact following disasters , authorities say . — prakash baral"
"Between 1900-2005, 3.2 million Nepalis died in floods; 2.8 million of them were from the Tarai.  — Read opinion by @amish973",flood,"between 1900-2005, 3.2 million nepalis died in floods; 2.8 million of them were from the tarai.  — read opinion by @amish973","1900-2005 , 3.2 million nepalis died floods ; 2.8 million tarai . — read opinion @ amish973"
"Pakistan looks ‘like a sea’ after floods, PM says, as 18 more die ",flood,"pakistan looks ‘like a sea’ after floods, pm says, as 18 more die ","pakistan looks ‘ like sea ’ floods , pm says , 18 die"
"An account of the Simara Airport’s response to the devastating 1993 floods in the Kathmandu Valley, by Tri Ratna Manandhar ",flood,"an account of the simara airport’s response to the devastating 1993 floods in the kathmandu valley, by tri ratna manandhar ","account simara airport ’ response devastating 1993 floods kathmandu valley , tri ratna manandhar"
"Vehicular movement along Besisahar-Chame resumes with construction of bailey bridge over Ghoptekhola A flood in the river had swept away the old bridge, cutting off locals in Ram bazaar from the district headquarters in Besisahar.  — by Aash Gurung",flood,"vehicular movement along besisahar-chame resumes with construction of bailey bridge over ghoptekhola a flood in the river had swept away the old bridge, cutting off locals in ram bazaar from the district headquarters in besisahar.  — by aash gurung","vehicular movement along besisahar-chame resumes construction bailey bridge ghoptekhola flood river swept away old bridge , cutting locals ram bazaar district headquarters besisahar . — aash gurung"
"Millions stranded as floods ravage parts of Bangladesh, India, more rain forecast Seasonal monsoon rains, a lifeline for farmers across South Asia, also typically cause loss of life and property every year. ",flood,"millions stranded as floods ravage parts of bangladesh, india, more rain forecast seasonal monsoon rains, a lifeline for farmers across south asia, also typically cause loss of life and property every year. ","millions stranded floods ravage parts bangladesh , india , rain forecast seasonal monsoon rains , lifeline farmers across south asia , also typically cause loss life property every year ."
Only 7 pc infected with seasonal flu in Jajarkot: Govt  ,flu,only 7 pc infected with seasonal flu in jajarkot: govt  ,7 pc infected seasonal flu jajarkot : govt
Germany striker Fuellkrug misses first training in Qatar with flu He is seen as a much-needed addition to the squad that had been lacking the qualities and services that an out-and-out striker such as Fuellkrug can bring to their game. ,flu,germany striker fuellkrug misses first training in qatar with flu he is seen as a much-needed addition to the squad that had been lacking the qualities and services that an out-and-out striker such as fuellkrug can bring to their game. ,germany striker fuellkrug misses first training qatar flu seen much-needed addition squad lacking qualities services out-and-out striker fuellkrug bring game .
Bird flu biggest threat to poultry industry  ,flu,bird flu biggest threat to poultry industry  ,bird flu biggest threat poultry industry
Op-Ed Alarming surge of swine flu in Nepal - Binod Rayamajhee #KathmanduPost ,flu,op-ed alarming surge of swine flu in nepal - binod rayamajhee #kathmandupost ,op-ed alarming surge swine flu nepal - binod rayamajhee # kathmandupost
The H5N1 bird flu virus that has been confirmed as the first cause of death in Nepal is the world’s first H5N1 human infection since February 2017 &amp; has raised issues of public health emergency of international concern.  — @arjunpoudeltkp &amp; @arpanshr,flu,the h5n1 bird flu virus that has been confirmed as the first cause of death in nepal is the world’s first h5n1 human infection since february 2017 &amp; has raised issues of public health emergency of international concern.  — @arjunpoudeltkp &amp; @arpanshr,h5n1 bird flu virus confirmed first cause death nepal world ’ first h5n1 human infection since february 2017 & amp ; raised issues public health emergency international concern . — @ arjunpoudeltkp & amp ; @ arpanshr
"Goat meat has become dearer by around Rs150 per kg in the Kathmandu Valley over the past month, mainly due to a fall in imports of live animals from India and a surge in demand caused by consumers switching to goat from chicken over a bird flu scare. ",flu,"goat meat has become dearer by around rs150 per kg in the kathmandu valley over the past month, mainly due to a fall in imports of live animals from india and a surge in demand caused by consumers switching to goat from chicken over a bird flu scare. ","goat meat become dearer around rs150 per kg kathmandu valley past month , mainly due fall imports live animals india surge demand caused consumers switching goat chicken bird flu scare ."
"Four days since bird flu detection, authorities yet to jump into action Experts say complacency in handling highly contagious viruses could spell disaster in the country.  — by @arjunpoudeltkp",flu,"four days since bird flu detection, authorities yet to jump into action experts say complacency in handling highly contagious viruses could spell disaster in the country.  — by @arjunpoudeltkp","four days since bird flu detection , authorities yet jump action experts say complacency handling highly contagious viruses could spell disaster country . — @ arjunpoudeltkp"
Seasonal flu has affected hundreds of people at Junichande Rural Municipality in Jajarkot district ,flu,seasonal flu has affected hundreds of people at junichande rural municipality in jajarkot district ,seasonal flu affected hundreds people junichande rural municipality jajarkot district
Health minister down with ‘swine flu’ #KathmanduPost ,flu,health minister down with ‘swine flu’ #kathmandupost ,health minister ‘ swine flu ’ # kathmandupost
Swine flu death rings alarm bell  ,flu,swine flu death rings alarm bell  ,swine flu death rings alarm bell
Children’s Health: Older siblings a risk factor for serious flu infections in infants #KathmanduPost  ,flu,children’s health: older siblings a risk factor for serious flu infections in infants #kathmandupost  ,children ’ health : older siblings risk factor serious flu infections infants # kathmandupost
"OPINION: Nepal now dealing with tomato flu? For the first time, Nepal observed tomato flu-like illness in an adult, followed by dengue fever.  — by Sher Bahadur Pun",flu,"opinion: nepal now dealing with tomato flu? for the first time, nepal observed tomato flu-like illness in an adult, followed by dengue fever.  — by sher bahadur pun","opinion : nepal dealing tomato flu ? first time , nepal observed tomato flu-like illness adult , followed dengue fever . — sher bahadur pun"
"With the winter season approaching, there are concerns about possible outbreaks of seasonal flu, which could put further pressure on the country’s health care system that is already strained due to the Covid-19 pandemic.  — by @arjunpoudeltkp",flu,"with the winter season approaching, there are concerns about possible outbreaks of seasonal flu, which could put further pressure on the country’s health care system that is already strained due to the covid-19 pandemic.  — by @arjunpoudeltkp","winter season approaching , concerns possible outbreaks seasonal flu , could put pressure country ’ health care system already strained due covid-19 pandemic . — @ arjunpoudeltkp"
"Over 11,600 birds culled following A(H5N1) confirmation An avian flu outbreak at a Lalitpur-based government farm around two weeks ago has been confirmed to have spread to at least six local units in the Valley. ",flu,"over 11,600 birds culled following a(h5n1) confirmation an avian flu outbreak at a lalitpur-based government farm around two weeks ago has been confirmed to have spread to at least six local units in the valley. ","11,600 birds culled following ( h5n1 ) confirmation avian flu outbreak lalitpur-based government farm around two weeks ago confirmed spread least six local units valley ."
"Swine flu cases top 30, 23 from Valley alone  ",flu,"swine flu cases top 30, 23 from valley alone  ","swine flu cases top 30 , 23 valley alone"
Swine flu cases rise to 8 ,flu,swine flu cases rise to 8 ,swine flu cases rise 8
The H5N1 bird flu virus was first detected in birds in Nepal in 2009. The country declared itself free from H5N1 in 2012 but this strain of the deadly bird flu virus continues to be found in poultry farms in Nepal.  — by @arjunpoudeltkp,flu,the h5n1 bird flu virus was first detected in birds in nepal in 2009. the country declared itself free from h5n1 in 2012 but this strain of the deadly bird flu virus continues to be found in poultry farms in nepal.  — by @arjunpoudeltkp,h5n1 bird flu virus first detected birds nepal 2009. country declared free h5n1 2012 strain deadly bird flu virus continues found poultry farms nepal . — @ arjunpoudeltkp
Swine flu patients deprived of treatment ,flu,swine flu patients deprived of treatment ,swine flu patients deprived treatment
"A jump in the number of people in China infected with bird flu this year is raising concern among experts, who say a previously circulating strain appears to have changed and may be more infectious to people. ",flu,"a jump in the number of people in china infected with bird flu this year is raising concern among experts, who say a previously circulating strain appears to have changed and may be more infectious to people. ","jump number people china infected bird flu year raising concern among experts , say previously circulating strain appears changed may infectious people ."
309 infected with swine flu in Chitwan #KathmanduPost ,flu,309 infected with swine flu in chitwan #kathmandupost ,309 infected swine flu chitwan # kathmandupost
Flu takes one more life in Jajarkot; toll climbs to 14 #KathmanduPost  ,flu,flu takes one more life in jajarkot; toll climbs to 14 #kathmandupost  ,flu takes one life jajarkot ; toll climbs 14 # kathmandupost
"Cases of seasonal flu and waterborne diseases are rising Season change, contaminated water, food poisoning, and lack of awareness have been blamed for the rise in cases.  — by @arjunpoudeltkp",flu,"cases of seasonal flu and waterborne diseases are rising season change, contaminated water, food poisoning, and lack of awareness have been blamed for the rise in cases.  — by @arjunpoudeltkp","cases seasonal flu waterborne diseases rising season change , contaminated water , food poisoning , lack awareness blamed rise cases . — @ arjunpoudeltkp"
"Bajura District Hospital is receiving more than 100 patients of seasonal diseases—like fever, flu, diarrhoea—on a daily basis  — by Sangita Timilsena",flu,"bajura district hospital is receiving more than 100 patients of seasonal diseases—like fever, flu, diarrhoea—on a daily basis  — by sangita timilsena","bajura district hospital receiving 100 patients seasonal diseases—like fever , flu , diarrhoea—on daily basis — sangita timilsena"
"Yarchagumba pickers have been dying to treatable diseases like flu, diarrhoea and altitude sickness for lack of medical attention. But their request for health facilities in Bajhang highlands goes unheeded. —by @bajhangimitra &amp; Hari Gautam ",flu,"yarchagumba pickers have been dying to treatable diseases like flu, diarrhoea and altitude sickness for lack of medical attention. but their request for health facilities in bajhang highlands goes unheeded. —by @bajhangimitra &amp; hari gautam ","yarchagumba pickers dying treatable diseases like flu , diarrhoea altitude sickness lack medical attention . request health facilities bajhang highlands goes unheeded . —by @ bajhangimitra & amp ; hari gautam"
"As weather gets chilly, pneumonia, asthma and seasonal flu cases rise Small children, elderly people and those with weak immunity are more affected, according to doctors. ",flu,"as weather gets chilly, pneumonia, asthma and seasonal flu cases rise small children, elderly people and those with weak immunity are more affected, according to doctors. ","weather gets chilly , pneumonia , asthma seasonal flu cases rise small children , elderly people weak immunity affected , according doctors ."
Two ‘infected’ with swine flu in Pokhara  ,flu,two ‘infected’ with swine flu in pokhara  ,two ‘ infected ’ swine flu pokhara
Authorities in Saptari are struggling to contain Swine flu (H1N1) and Hong Kong flu (H3N2) outbreaks in Kanchanrup Municipality due to fund shortage. ,flu,authorities in saptari are struggling to contain swine flu (h1n1) and hong kong flu (h3n2) outbreaks in kanchanrup municipality due to fund shortage. ,authorities saptari struggling contain swine flu ( h1n1 ) hong kong flu ( h3n2 ) outbreaks kanchanrup municipality due fund shortage .
Death toll from swine flu (Influenza ‘A’ H1N1) has reached eight across the country over the past two weeks ,flu,death toll from swine flu (influenza ‘a’ h1n1) has reached eight across the country over the past two weeks ,death toll swine flu ( influenza ‘ ’ h1n1 ) reached eight across country past two weeks
"Swine flu kills one, 42 others are said to have contracted the disease in Gurbhakot Municipality-9, Surkhet ",flu,"swine flu kills one, 42 others are said to have contracted the disease in gurbhakot municipality-9, surkhet ","swine flu kills one , 42 others said contracted disease gurbhakot municipality-9 , surkhet"
13 people infected with swine flu virus  ,flu,13 people infected with swine flu virus  ,13 people infected swine flu virus
Lack of preventive measures behind swine flu spread  ,flu,lack of preventive measures behind swine flu spread  ,lack preventive measures behind swine flu spread
Swine flu cases rise amid fourth wave of the pandemic At least 57 cases of H1N1 known as swine flu have been reported in the last two months. Experts suggest that authorities concerned should step up surveillance measures.  — by @arjunpoudeltkp,flu,swine flu cases rise amid fourth wave of the pandemic at least 57 cases of h1n1 known as swine flu have been reported in the last two months. experts suggest that authorities concerned should step up surveillance measures.  — by @arjunpoudeltkp,swine flu cases rise amid fourth wave pandemic least 57 cases h1n1 known swine flu reported last two months . experts suggest authorities concerned step surveillance measures . — @ arjunpoudeltkp
300 fowls culled in ‘flu infected area’  ,flu,300 fowls culled in ‘flu infected area’  ,300 fowls culled ‘ flu infected area ’
"First bird flu death in the country exposes passive surveillance and poor preparedness  — by @arjunpoudeltkp, @arpanshr",flu,"first bird flu death in the country exposes passive surveillance and poor preparedness  — by @arjunpoudeltkp, @arpanshr","first bird flu death country exposes passive surveillance poor preparedness — @ arjunpoudeltkp , @ arpanshr"
Jajarkot flu outbreak (in pictures)  ,flu,jajarkot flu outbreak (in pictures)  ,jajarkot flu outbreak ( pictures )
The health department on Friday announced a nation-wide awareness campaign on preventive measures against Swine and Hong Kong influenza (flu). ,flu,the health department on friday announced a nation-wide awareness campaign on preventive measures against swine and hong kong influenza (flu). ,health department friday announced nation-wide awareness campaign preventive measures swine hong kong influenza ( flu ) .
Swine flu detected in Bara village ,flu,swine flu detected in bara village ,swine flu detected bara village
"With Omicron, it’s hard to tell if case is Covid or flu. Get tested, doctors say  — by @arjunpoudeltkp",flu,"with omicron, it’s hard to tell if case is covid or flu. get tested, doctors say  — by @arjunpoudeltkp","omicron , ’ hard tell case covid flu . get tested , doctors say — @ arjunpoudeltkp"
Bird flu found in birds in Itahari children park  ,flu,bird flu found in birds in itahari children park  ,bird flu found birds itahari children park
"Phase-III trial of favipiravir starts in Kathmandu and Pokhara Originally made to treat the flu in Japan, the drug is currently being manufactured in Nepal itself.  — by @arjunpoudeltkp",flu,"phase-iii trial of favipiravir starts in kathmandu and pokhara originally made to treat the flu in japan, the drug is currently being manufactured in nepal itself.  — by @arjunpoudeltkp","phase-iii trial favipiravir starts kathmandu pokhara originally made treat flu japan , drug currently manufactured nepal . — @ arjunpoudeltkp"
"Bird flu, Ukraine war push egg prices higher worldwide Higher prices are particularly painful for consumers who rely on eggs as a low-cost source of protein and substitute for more expensive meat. ",flu,"bird flu, ukraine war push egg prices higher worldwide higher prices are particularly painful for consumers who rely on eggs as a low-cost source of protein and substitute for more expensive meat. ","bird flu , ukraine war push egg prices higher worldwide higher prices particularly painful consumers rely eggs low-cost source protein substitute expensive meat ."
"Cases of seasonal influenza are higher than expected this winter but there is nothing life-threatening, say health authorities, brushing off rumours about swine flu. ",flu,"cases of seasonal influenza are higher than expected this winter but there is nothing life-threatening, say health authorities, brushing off rumours about swine flu. ","cases seasonal influenza higher expected winter nothing life-threatening , say health authorities , brushing rumours swine flu ."
One swine flu case detected in Kathmandu  ,flu,one swine flu case detected in kathmandu  ,one swine flu case detected kathmandu
"One dies of swine flu, four others from unknown disease in Palpa #KathmanduPost ",flu,"one dies of swine flu, four others from unknown disease in palpa #kathmandupost ","one dies swine flu , four others unknown disease palpa # kathmandupost"
"A condition people liken to a heat wave has increased the number of residents seeking treatment for seasonal flu, diarrhoea, typhoid, headache, and food poisoning at various hospitals in western Tarai ",flu,"a condition people liken to a heat wave has increased the number of residents seeking treatment for seasonal flu, diarrhoea, typhoid, headache, and food poisoning at various hospitals in western tarai ","condition people liken heat wave increased number residents seeking treatment seasonal flu , diarrhoea , typhoid , headache , food poisoning various hospitals western tarai"
[Development] Swine flu in Jajarkot has raised fear of spreading in neighbouring districts  ,flu,[development] swine flu in jajarkot has raised fear of spreading in neighbouring districts  ,[ development ] swine flu jajarkot raised fear spreading neighbouring districts
Swine flu virus genotyping: Study urged to determine virus strain  ,flu,swine flu virus genotyping: study urged to determine virus strain  ,swine flu virus genotyping : study urged determine virus strain
"Three die of swine flu in Pokhara, scores infected #kathmandupost ",flu,"three die of swine flu in pokhara, scores infected #kathmandupost ","three die swine flu pokhara , scores infected # kathmandupost"
Flu claims seven lives in Mugu ,flu,flu claims seven lives in mugu ,flu claims seven lives mugu
Number of swine flu cases ‘on rise’  ,flu,number of swine flu cases ‘on rise’  ,number swine flu cases ‘ rise ’
"China reports first human case of H3N8 bird flu China has recorded its first human infection with the H3N8 strain of bird flu, but the risk of its spread among people is low, the health authority said. ",flu,"china reports first human case of h3n8 bird flu china has recorded its first human infection with the h3n8 strain of bird flu, but the risk of its spread among people is low, the health authority said. ","china reports first human case h3n8 bird flu china recorded first human infection h3n8 strain bird flu , risk spread among people low , health authority said ."
"The District Health Office said five people, including three children, died after they were struck down by of flu ",flu,"the district health office said five people, including three children, died after they were struck down by of flu ","district health office said five people , including three children , died struck flu"
Health Ministry seeks WHO’s help to strengthen its flu surveillance The Ministry of Health and Population has been tracking flu viruses since 2010 through a National Influenza Centre.  — by @arjunpoudeltkp,flu,health ministry seeks who’s help to strengthen its flu surveillance the ministry of health and population has been tracking flu viruses since 2010 through a national influenza centre.  — by @arjunpoudeltkp,health ministry seeks ’ help strengthen flu surveillance ministry health population tracking flu viruses since 2010 national influenza centre . — @ arjunpoudeltkp
Govt asks people to be alert for flu symptoms.  ,flu,govt asks people to be alert for flu symptoms.  ,govt asks people alert flu symptoms .
UCPN (M) leader Shrestha diagnosed with Swine flu  ,flu,ucpn (m) leader shrestha diagnosed with swine flu  ,ucpn ( ) leader shrestha diagnosed swine flu
Poultry market takes hit after bird flu is detected in Kathmandu Valley Officials say poultry products from areas other than where the flu was detected can be consumed.  — by @PrasainKrishana,flu,poultry market takes hit after bird flu is detected in kathmandu valley officials say poultry products from areas other than where the flu was detected can be consumed.  — by @prasainkrishana,poultry market takes hit bird flu detected kathmandu valley officials say poultry products areas flu detected consumed . — @ prasainkrishana
"China reports first human case of H10N3 bird flu H10N3 is low pathogenic, which means it causes relatively less severe disease in poultry and is unlikely to cause a large-scale outbreak, says Beijing’s National Health Commission. ",flu,"china reports first human case of h10n3 bird flu h10n3 is low pathogenic, which means it causes relatively less severe disease in poultry and is unlikely to cause a large-scale outbreak, says beijing’s national health commission. ","china reports first human case h10n3 bird flu h10n3 low pathogenic , means causes relatively less severe disease poultry unlikely cause large-scale outbreak , says beijing ’ national health commission ."
Swine flu claims one more life: 74-yr-old man from Palpa dies while undergoing treatment in Capital #KathmanduPost  ,flu,swine flu claims one more life: 74-yr-old man from palpa dies while undergoing treatment in capital #kathmandupost  ,swine flu claims one life : 74-yr-old man palpa dies undergoing treatment capital # kathmandupost
A 32-year-old Nepali man who had returned from South Korea with a fever and symptoms of the flu has fled from the Sukraraj Tropical and Infectious Disease Hospital.  — by @arjunpoudeltkp,flu,a 32-year-old nepali man who had returned from south korea with a fever and symptoms of the flu has fled from the sukraraj tropical and infectious disease hospital.  — by @arjunpoudeltkp,32-year-old nepali man returned south korea fever symptoms flu fled sukraraj tropical infectious disease hospital . — @ arjunpoudeltkp
The Epidemiology and Disease Control Division has sought help from the World Health Organization to strengthen its drive against flu.  — by @arjunpoudeltkp,flu,the epidemiology and disease control division has sought help from the world health organization to strengthen its drive against flu.  — by @arjunpoudeltkp,epidemiology disease control division sought help world health organization strengthen drive flu . — @ arjunpoudeltkp
Health authorities urge caution after swine flu claims two lives #KathmanduPost  ,flu,health authorities urge caution after swine flu claims two lives #kathmandupost  ,health authorities urge caution swine flu claims two lives # kathmandupost
Bird flu detected in Itahari ,flu,bird flu detected in itahari ,bird flu detected itahari
Authorities on high alert after detection of bird flu in Kaski and Sunsari  ,flu,authorities on high alert after detection of bird flu in kaski and sunsari  ,authorities high alert detection bird flu kaski sunsari
"A man from Kavre has died due to avian flu, in the first death ever by the disease in the country, officials at the Ministry of Health said ",flu,"a man from kavre has died due to avian flu, in the first death ever by the disease in the country, officials at the ministry of health said ","man kavre died due avian flu , first death ever disease country , officials ministry health said"
UML politburo member Rajnath Dhakal to be flown to New Delhi in an air ambulance after swine flu suspicion ,flu,uml politburo member rajnath dhakal to be flown to new delhi in an air ambulance after swine flu suspicion ,uml politburo member rajnath dhakal flown new delhi air ambulance swine flu suspicion
"First bird flu death raises concerns, but government response is too slow  — by @arjunpoudeltkp",flu,"first bird flu death raises concerns, but government response is too slow  — by @arjunpoudeltkp","first bird flu death raises concerns , government response slow — @ arjunpoudeltkp"
Dr KC reaches swine flu affected Jajarkot  ,flu,dr kc reaches swine flu affected jajarkot  ,dr kc reaches swine flu affected jajarkot
Health Minister Giriraj Mani Pokharel being treated at Bir Hospital for swine flu(Influenza A-H1N1) #KathmanduPost ,flu,health minister giriraj mani pokharel being treated at bir hospital for swine flu(influenza a-h1n1) #kathmandupost ,health minister giriraj mani pokharel treated bir hospital swine flu ( influenza a-h1n1 ) # kathmandupost
Terror in Chitwan as 121 test positive for Swine flu  ,flu,terror in chitwan as 121 test positive for swine flu  ,terror chitwan 121 test positive swine flu
One dies of swine flu in Kavre #KathmanduPost ,flu,one dies of swine flu in kavre #kathmandupost ,one dies swine flu kavre # kathmandupost
Bird flu detected in Chitwan ,flu,bird flu detected in chitwan ,bird flu detected chitwan
"Jajarkot flu cases ‘recede’, Situation under control, says chief secy  ",flu,"jajarkot flu cases ‘recede’, situation under control, says chief secy  ","jajarkot flu cases ‘ recede ’ , situation control , says chief secy"
Over 150 ill as flu grips Kalikot village ,flu,over 150 ill as flu grips kalikot village ,150 ill flu grips kalikot village
"[EDITORIAL] Pig problems: Given the incidence of swine flu across the border, precautions must be taken ",flu,"[editorial] pig problems: given the incidence of swine flu across the border, precautions must be taken ","[ editorial ] pig problems : given incidence swine flu across border , precautions must taken"
"Authorities have decided to slaughter fowls in Hetauda Metropolis-7, Makwanpur, after bird flu, also known as H5N1 influenza virus, was detected in the area. ",flu,"authorities have decided to slaughter fowls in hetauda metropolis-7, makwanpur, after bird flu, also known as h5n1 influenza virus, was detected in the area. ","authorities decided slaughter fowls hetauda metropolis-7 , makwanpur , bird flu , also known h5n1 influenza virus , detected area ."
Two more swine flu patients confirmed in Chitwan  ,flu,two more swine flu patients confirmed in chitwan  ,two swine flu patients confirmed chitwan
Schools will close for three days from Sunday in Kanchanrup and Hanumannagar Kankalani municipalities in Saptari district because of the outbreak of swine flu and Hong Kong flu ,flu,schools will close for three days from sunday in kanchanrup and hanumannagar kankalani municipalities in saptari district because of the outbreak of swine flu and hong kong flu ,schools close three days sunday kanchanrup hanumannagar kankalani municipalities saptari district outbreak swine flu hong kong flu
"Bird flu spreads in Europe and Asia Several outbreaks of severe bird flu in Europe and Asia have been reported in recent days to the World Organisation for Animal Health (OIE), in a sign the virus is spreading quickly again. ",flu,"bird flu spreads in europe and asia several outbreaks of severe bird flu in europe and asia have been reported in recent days to the world organisation for animal health (oie), in a sign the virus is spreading quickly again. ","bird flu spreads europe asia several outbreaks severe bird flu europe asia reported recent days world organisation animal health ( oie ) , sign virus spreading quickly ."
Govt ‘apathy’ rued as swine flu cases soar ,flu,govt ‘apathy’ rued as swine flu cases soar ,govt ‘ apathy ’ rued swine flu cases soar
Two die of swine flu in Jhapa #KathmanduPost ,flu,two die of swine flu in jhapa #kathmandupost ,two die swine flu jhapa # kathmandupost
"A Chinese woman has become the first person to die from a type of bird flu that is rare in humans, the World Health Organisation said, but the strain does not appear to spread between people. ",flu,"a chinese woman has become the first person to die from a type of bird flu that is rare in humans, the world health organisation said, but the strain does not appear to spread between people. ","chinese woman become first person die type bird flu rare humans , world health organisation said , strain appear spread people ."
Swine flu detected in Ramechhap patients  ,flu,swine flu detected in ramechhap patients  ,swine flu detected ramechhap patients
"Since there are no proper disease screening centres in border areas, people travelling back home from India for the festival could be unwittingly carrying various infectious diseases such as dengue, bird flu, Hong Kong flu and malaria ",flu,"since there are no proper disease screening centres in border areas, people travelling back home from india for the festival could be unwittingly carrying various infectious diseases such as dengue, bird flu, hong kong flu and malaria ","since proper disease screening centres border areas , people travelling back home india festival could unwittingly carrying various infectious diseases dengue , bird flu , hong kong flu malaria"
Epidemiology and Disease Control Division has declared intensifying its surveillance against the two deadly strains of flu viruses ,flu,epidemiology and disease control division has declared intensifying its surveillance against the two deadly strains of flu viruses ,epidemiology disease control division declared intensifying surveillance two deadly strains flu viruses
H1N1 flu cases on rise: Docs ,flu,h1n1 flu cases on rise: docs ,h1n1 flu cases rise : docs
Chitwan taking measures to check bird flu  ,flu,chitwan taking measures to check bird flu  ,chitwan taking measures check bird flu
"The schools have been closed in view of the flu outbreak in the area, which has mostly affected children ",flu,"the schools have been closed in view of the flu outbreak in the area, which has mostly affected children ","schools closed view flu outbreak area , mostly affected children"
